Name,Fecha,Lote,Formula,FechaNacimiento,GramosAlimentoPruebas,Litros de agua,FechaCambioBebedero,Tazas de alimento,FechaCreacionDeRegistro,Edad,Tazas de hidrogel
GMX00123-01-2023-01-31T17:48:00.000Z,31/1/2023 11:48am,GMX00123-01,,1/1/2023,,3,,,1/2/2023 11:48am,30,
"GMX00123-01, GMX00223-01-2023-01-30T14:20:00.000Z",30/1/2023 8:20am,"GMX00123-01,GMX00223-01",DDG 2,"1/1/2023, 2/1/2023",,,,2,30/1/2023 8:20am,NaN,
"GMX00123-01, GMX00223-01, GMX00323-01, GMX36122-01-02, GMX36422-01, GMX36522-01, GMX36322-01-2023-01-26T14:36:00.000Z",26/1/2023 8:36am,"GMX00123-01,GMX00223-01,GMX00323-01,GMX36122-01-02,GMX36422-01,GMX36522-01,GMX36322-01",DDG 2,"1/1/2023, 2/1/2023, 3/1/2023, 27/12/2022, 30/12/2022, 31/12/2022, 29/12/2022",,,,2,26/1/2023 8:36am,NaN,
"GMX00123-01, GMX00223-01, GMX00323-01, GMX36322-01, GMX36422-01, GMX36522-01-2023-02-10T14:16:00.000Z",10/2/2023 8:16am,"GMX00123-01,GMX00223-01,GMX00323-01,GMX36322-01,GMX36422-01,GMX36522-01",DDG 2,"1/1/2023, 2/1/2023, 3/1/2023, 29/12/2022, 30/12/2022, 31/12/2022",,,,2,10/2/2023 8:16am,NaN,
"GMX00123-01, GMX00223-01, GMX36222-01, GMX35822-01.1, GMX00423-01, GMX35822-01.2, GMX36422-02, GMX00323-02, GMX00223-02, GMX36322-03, GMX36322-04, GMX36322-02-2023-01-24T14:12:00.000Z",24/1/2023 8:12am,"GMX00123-01,GMX00223-01,GMX36222-01,GMX35822-01.1,GMX00423-01,GMX35822-01.2,GMX36422-02,GMX00323-02,GMX00223-02,GMX36322-03,GMX36322-04,GMX36322-02",DDG 2,"1/1/2023, 2/1/2023, 28/12/2022, 24/12/2022, 4/1/2023, 24/12/2022, 30/12/2022, 3/1/2023, 2/1/2023, 29/12/2022, 29/12/2022, 29/12/2022",,,,1,24/1/2023 8:13am,NaN,
"GMX00123-01, PB35622-01, GMX36222-01, GMX36322-04, PB36222-01-2023-01-26T14:57:00.000Z",26/1/2023 8:57am,"GMX00123-01,PB35622-01,GMX36222-01,GMX36322-04,PB36222-01",,"1/1/2023, 22/12/2022, 28/12/2022, 29/12/2022, 28/12/2022",,2,,,26/1/2023 8:58am,NaN,
"GMX00223-01, GMX00123-01-2023-01-17T22:31:00.000Z",17/1/2023 4:31pm,"GMX00223-01,GMX00123-01",DDG 2,"2/1/2023, 1/1/2023",,,,1,17/1/2023 4:31pm,NaN,
"GMX00223-01, GMX00123-01-2023-01-20T14:34:00.000Z",20/1/2023 8:34am,"GMX00223-01,GMX00123-01",DDG 2,"2/1/2023, 1/1/2023",,,,2,20/1/2023 8:34am,NaN,
"GMX00223-01, GMX00123-01-2023-01-23T14:57:00.000Z",23/1/2023 8:57am,"GMX00223-01,GMX00123-01",DDG 2,"2/1/2023, 1/1/2023",,,,2,23/1/2023 8:57am,NaN,
"GMX00223-01, GMX00123-01-2023-01-25T14:17:00.000Z",25/1/2023 8:17am,"GMX00223-01,GMX00123-01",DDG 2,"2/1/2023, 1/1/2023",,,,2,25/1/2023 8:17am,NaN,
"GMX00223-01, GMX00123-01-2023-01-27T14:45:00.000Z",27/1/2023 8:45am,"GMX00223-01,GMX00123-01",DDG 2,"2/1/2023, 1/1/2023",,,,2,27/1/2023 8:45am,NaN,
"GMX00223-01, GMX00123-01-2023-02-09T13:57:00.000Z",9/2/2023 7:57am,"GMX00223-01,GMX00123-01",DDG 2,"2/1/2023, 1/1/2023",,,,1,9/2/2023 7:58am,NaN,
"GMX00223-01, GMX00123-01, GMX00323-01, GMX36422-01, GMX36522-01, GMX36322-01-2023-02-03T14:31:00.000Z",3/2/2023 8:31am,"GMX00223-01,GMX00123-01,GMX00323-01,GMX36422-01,GMX36522-01,GMX36322-01",DDG 2,"2/1/2023, 1/1/2023, 3/1/2023, 30/12/2022, 31/12/2022, 29/12/2022",,,,2,3/2/2023 8:31am,NaN,
"GMX00223-01, GMX00123-01, GMX36322-01, GMX36522-01, GMX36422-01-2023-02-07T14:31:00.000Z",7/2/2023 8:31am,"GMX00223-01,GMX00123-01,GMX36322-01,GMX36522-01,GMX36422-01",DDG 2,"2/1/2023, 1/1/2023, 29/12/2022, 31/12/2022, 30/12/2022",,,,2,7/2/2023 8:31am,NaN,
"GMX00223-01, GMX00123-01, GMX36322-01, GMX36522-01, GMX36422-01, GMX00323-01-2023-02-01T22:19:00.000Z",1/2/2023 4:19pm,"GMX00223-01,GMX00123-01,GMX36322-01,GMX36522-01,GMX36422-01,GMX00323-01",DDG 2,"2/1/2023, 1/1/2023, 29/12/2022, 31/12/2022, 30/12/2022, 3/1/2023",,,,2,1/2/2023 4:19pm,NaN,
"GMX00223-01, GMX00123-01, GMX36422-01, GMX00323-01, GMX36522-01, GMX36322-01-2023-02-02T14:37:00.000Z",2/2/2023 8:37am,"GMX00223-01,GMX00123-01,GMX36422-01,GMX00323-01,GMX36522-01,GMX36322-01",DDG 2,"2/1/2023, 1/1/2023, 30/12/2022, 3/1/2023, 31/12/2022, 29/12/2022",,,,2,2/2/2023 8:39am,NaN,
"GMX00223-01, GMX00223-02-2023-02-08T14:43:00.000Z",8/2/2023 8:43am,"GMX00223-01,GMX00223-02",DDG 2,"2/1/2023, 2/1/2023",,,,2,8/2/2023 8:43am,NaN,
GMX00323-01-2023-02-13T14:28:00.000Z,13/2/2023 8:28am,GMX00323-01,DDG 2,3/1/2023,,,,2,13/2/2023 8:28am,41,
GMX00323-01-2023-02-14T14:44:00.000Z,14/2/2023 8:44am,GMX00323-01,DDG 2,3/1/2023,,,,1,14/2/2023 8:44am,42,
"GMX00323-01, GMX36122-01-02, GMX36422-01, GMX36522-01, GMX36322-01-2023-01-24T14:40:00.000Z",24/1/2023 8:40am,"GMX00323-01,GMX36122-01-02,GMX36422-01,GMX36522-01,GMX36322-01",DDG 2,"3/1/2023, 27/12/2022, 30/12/2022, 31/12/2022, 29/12/2022",,,,2,24/1/2023 8:41am,NaN,
"GMX00323-01, GMX36122-01-02, GMX36422-01, GMX36522-01, GMX36322-01-2023-01-25T14:23:00.000Z",25/1/2023 8:23am,"GMX00323-01,GMX36122-01-02,GMX36422-01,GMX36522-01,GMX36322-01",DDG 2,"3/1/2023, 27/12/2022, 30/12/2022, 31/12/2022, 29/12/2022",,,,2,25/1/2023 8:23am,NaN,
"GMX00323-01, GMX36122-01-02, GMX36422-01, GMX36522-01, GMX36322-01-2023-01-30T14:34:00.000Z",30/1/2023 8:34am,"GMX00323-01,GMX36122-01-02,GMX36422-01,GMX36522-01,GMX36322-01",DDG 2,"3/1/2023, 27/12/2022, 30/12/2022, 31/12/2022, 29/12/2022",,,,2,30/1/2023 8:35am,NaN,
"GMX00323-01, GMX36122-02, GMX36422-01, GMX36522-01, GMX36322-01-2023-01-17T22:33:00.000Z",17/1/2023 4:33pm,"GMX00323-01,GMX36122-02,GMX36422-01,GMX36522-01,GMX36322-01",DDG 2,"3/1/2023, 27/12/2022, 30/12/2022, 31/12/2022, 29/12/2022",,,,2,17/1/2023 4:33pm,NaN,
"GMX00323-01, GMX36422-01, GMX36522-01, GMX36322-01-2023-02-08T14:47:00.000Z",8/2/2023 8:47am,"GMX00323-01,GMX36422-01,GMX36522-01,GMX36322-01",DDG 2,"3/1/2023, 30/12/2022, 31/12/2022, 29/12/2022",,,,2,8/2/2023 8:47am,NaN,
GMX35822-01-2023-01-09T06:00:00.000Z,9/1/2023 12:00am,GMX35822-01,DDG 2,24/12/2022,,,,1,9/1/2023 9:07am,16,
GMX36022-01-2023-01-09T06:00:00.000Z,9/1/2023 12:00am,GMX36022-01,DDG 2,26/12/2022,,,,1,9/1/2023 9:08am,14,
"GMX36022-01, GMX35822-01.1, GMX36222-01, GMX00423-01, GMX35822-01.2, GMX36422-02, GMX00223-02, GMX36322-02, GMX00323-02, GMX36322-04, GMX00923-01, GMX36322-03-2023-01-26T14:27:00.000Z",26/1/2023 8:27am,"GMX36022-01,GMX35822-01.1,GMX36222-01,GMX00423-01,GMX35822-01.2,GMX36422-02,GMX00223-02,GMX36322-02,GMX00323-02,GMX36322-04,GMX00923-01,GMX36322-03",DDG 2,"26/12/2022, 24/12/2022, 28/12/2022, 4/1/2023, 24/12/2022, 30/12/2022, 2/1/2023, 29/12/2022, 3/1/2023, 29/12/2022, 9/1/2023, 29/12/2022",,,,1,26/1/2023 8:27am,NaN,
"GMX36022-01, GMX35822-01.1, GMX36222-01, GMX00423-01, GMX35822-01.2, GMX36422-02, GMX00223-02, GMX36322-02, GMX00323-02, GMX36322-04, GMX36322-03-2023-01-17T14:26:00.000Z",17/1/2023 8:26am,"GMX36022-01,GMX35822-01.1,GMX36222-01,GMX00423-01,GMX35822-01.2,GMX36422-02,GMX00223-02,GMX36322-02,GMX00323-02,GMX36322-04,GMX36322-03",DDG 2,"26/12/2022, 24/12/2022, 28/12/2022, 4/1/2023, 24/12/2022, 30/12/2022, 2/1/2023, 29/12/2022, 3/1/2023, 29/12/2022, 29/12/2022",,,,1,17/1/2023 8:26am,NaN,
"GMX36022-01, GMX35822-01.2, GMX35822-01.1-2023-01-11T14:48:00.000Z",11/1/2023 8:48am,"GMX36022-01,GMX35822-01.2,GMX35822-01.1",DDG 2,"26/12/2022, 24/12/2022, 24/12/2022",,,,1,11/1/2023 8:49am,NaN,
"GMX36122-01-02, GMX00323-01, GMX36422-01, GMX36522-01, GMX36322-01-2023-01-27T14:48:00.000Z",27/1/2023 8:48am,"GMX36122-01-02,GMX00323-01,GMX36422-01,GMX36522-01,GMX36322-01",DDG 2,"27/12/2022, 3/1/2023, 30/12/2022, 31/12/2022, 29/12/2022",,,,2,27/1/2023 8:48am,NaN,
"GMX36122-02, GMX00323-01, GMX36422-01, GMX36522-01, GMX36322-01, GMX36222-01, GMX35822-01.1, GMX36022-01, GMX36422-02, GMX35822-01.2, GMX00423-01, GMX36322-03, GMX00323-02, GMX36322-04, GMX00223-02, GMX36322-02-2023-01-20T14:26:00.000Z",20/1/2023 8:26am,"GMX36122-02,GMX00323-01,GMX36422-01,GMX36522-01,GMX36322-01,GMX36222-01,GMX35822-01.1,GMX36022-01,GMX36422-02,GMX35822-01.2,GMX00423-01,GMX36322-03,GMX00323-02,GMX36322-04,GMX00223-02,GMX36322-02",DDG 2,"27/12/2022, 3/1/2023, 30/12/2022, 31/12/2022, 29/12/2022, 28/12/2022, 24/12/2022, 26/12/2022, 30/12/2022, 24/12/2022, 4/1/2023, 29/12/2022, 3/1/2023, 29/12/2022, 2/1/2023, 29/12/2022",,,,2,20/1/2023 8:26am,NaN,
"GMX36222-01, GMX35822-01.1, GMX36022-01, GMX00223-02, GMX36322-02, GMX00323-02, GMX36322-04, GMX36322-03, GMX00923-01, GMX00423-01, GMX35822-01.2, GMX36422-02-2023-01-25T14:12:00.000Z",25/1/2023 8:12am,"GMX36222-01,GMX35822-01.1,GMX36022-01,GMX00223-02,GMX36322-02,GMX00323-02,GMX36322-04,GMX36322-03,GMX00923-01,GMX00423-01,GMX35822-01.2,GMX36422-02",,"28/12/2022, 24/12/2022, 26/12/2022, 2/1/2023, 29/12/2022, 3/1/2023, 29/12/2022, 29/12/2022, 9/1/2023, 4/1/2023, 24/12/2022, 30/12/2022",,,,1,25/1/2023 8:13am,NaN,
"GMX36222-01, GMX35822-01.1, GMX36022-01, GMX35822-01.2, GMX36422-02, GMX36322-03, GMX36322-04, GMX36322-02-2023-01-16T15:41:00.000Z",16/1/2023 9:41am,"GMX36222-01,GMX35822-01.1,GMX36022-01,GMX35822-01.2,GMX36422-02,GMX36322-03,GMX36322-04,GMX36322-02",DDG 2,"28/12/2022, 24/12/2022, 26/12/2022, 24/12/2022, 30/12/2022, 29/12/2022, 29/12/2022, 29/12/2022",,,,1,16/1/2023 9:42am,NaN,
"GMX36222-01, GMX35822-01.1, GMX36022-01, GMX36422-02, GMX35822-01.2-2023-01-12T14:59:00.000Z",12/1/2023 8:59am,"GMX36222-01,GMX35822-01.1,GMX36022-01,GMX36422-02,GMX35822-01.2",DDG 2,"28/12/2022, 24/12/2022, 26/12/2022, 30/12/2022, 24/12/2022",,,,1,12/1/2023 8:59am,NaN,
"GMX36222-01, GMX35822-01.1, GMX36022-01, GMX36422-02, GMX35822-01.2, GMX00423-01, GMX00323-02, GMX00223-02, GMX36322-02, GMX36322-04, GMX36322-03, GMX36122-02, GMX00323-01, GMX36422-01, GMX36522-01-2023-01-18T14:20:00.000Z",18/1/2023 8:20am,"GMX36222-01,GMX35822-01.1,GMX36022-01,GMX36422-02,GMX35822-01.2,GMX00423-01,GMX00323-02,GMX00223-02,GMX36322-02,GMX36322-04,GMX36322-03,GMX36122-02,GMX00323-01,GMX36422-01,GMX36522-01",DDG 2,"28/12/2022, 24/12/2022, 26/12/2022, 30/12/2022, 24/12/2022, 4/1/2023, 3/1/2023, 2/1/2023, 29/12/2022, 29/12/2022, 29/12/2022, 27/12/2022, 3/1/2023, 30/12/2022, 31/12/2022",,,,2,18/1/2023 8:20am,NaN,
"GMX36222-01, GMX35822-01.1, GMX36022-01, GMX36422-02, GMX35822-01.2, GMX00423-01, GMX00923-01, GMX36322-03, GMX00323-02, GMX36322-04, GMX00223-02, GMX36322-02-2023-01-27T14:41:00.000Z",27/1/2023 8:41am,"GMX36222-01,GMX35822-01.1,GMX36022-01,GMX36422-02,GMX35822-01.2,GMX00423-01,GMX00923-01,GMX36322-03,GMX00323-02,GMX36322-04,GMX00223-02,GMX36322-02",DDG 2,"28/12/2022, 24/12/2022, 26/12/2022, 30/12/2022, 24/12/2022, 4/1/2023, 9/1/2023, 29/12/2022, 3/1/2023, 29/12/2022, 2/1/2023, 29/12/2022",,,,1,27/1/2023 8:41am,NaN,
"GMX36222-01, GMX35822-01.1, GMX36022-01, GMX36422-02, GMX35822-01.2, GMX00423-01, GMX36322-03, GMX00323-02, GMX00223-02, GMX36322-04, GMX36322-02, GMX00923-01-2023-01-23T14:32:00.000Z",23/1/2023 8:32am,"GMX36222-01,GMX35822-01.1,GMX36022-01,GMX36422-02,GMX35822-01.2,GMX00423-01,GMX36322-03,GMX00323-02,GMX00223-02,GMX36322-04,GMX36322-02,GMX00923-01",DDG 2,"28/12/2022, 24/12/2022, 26/12/2022, 30/12/2022, 24/12/2022, 4/1/2023, 29/12/2022, 3/1/2023, 2/1/2023, 29/12/2022, 29/12/2022, 9/1/2023",,,,1,23/1/2023 8:32am,NaN,
GMX36322-01-2023-02-13T14:35:00.000Z,13/2/2023 8:35am,GMX36322-01,,29/12/2022,,3,,,13/2/2023 8:35am,46,
"GMX36322-01, GMX36522-01, GMX36422-01, GMX36122-01-02, GMX00323-01, PB00623-01-2023-01-30T14:36:00.000Z",30/1/2023 8:36am,"GMX36322-01,GMX36522-01,GMX36422-01,GMX36122-01-02,GMX00323-01,PB00623-01",,"29/12/2022, 31/12/2022, 30/12/2022, 27/12/2022, 3/1/2023, 6/1/2023",,3,,,30/1/2023 8:36am,NaN,
"GMX36322-01, GMX36522-01, GMX36422-01, GMX36122-02, GMX00323-01-2023-01-23T14:56:00.000Z",23/1/2023 8:56am,"GMX36322-01,GMX36522-01,GMX36422-01,GMX36122-02,GMX00323-01",DDG 2,"29/12/2022, 31/12/2022, 30/12/2022, 27/12/2022, 3/1/2023",,,,2,23/1/2023 8:56am,NaN,
"GMX36322-02, GMX36322-04, GMX36322-03-2023-01-12T15:00:00.000Z",12/1/2023 9:00am,"GMX36322-02,GMX36322-04,GMX36322-03",DDG 2,"29/12/2022, 29/12/2022, 29/12/2022",,,,1,12/1/2023 9:00am,NaN,
"GMX36422-01, GMX36522-01, GMX36322-01, GMX36122-02, GMX00323-01-2023-01-16T15:56:00.000Z",16/1/2023 9:56am,"GMX36422-01,GMX36522-01,GMX36322-01,GMX36122-02,GMX00323-01",DDG 2,"30/12/2022, 31/12/2022, 29/12/2022, 27/12/2022, 3/1/2023",,,,2,16/1/2023 9:56am,NaN,
"GMX36422-01, PB02523-03-2023-02-09T21:34:00.000Z",9/2/2023 3:34pm,"GMX36422-01,PB02523-03",,"30/12/2022, 25/1/2023",,3,,,9/2/2023 3:34pm,NaN,
GMX36422-02-2023-01-30T14:13:00.000Z,30/1/2023 8:13am,GMX36422-02,DDG 2,30/12/2022,,,,1,30/1/2023 8:13am,31,
"GMX36522-01, GMX00323-01, PB01823-06-2023-02-08T14:48:00.000Z",8/2/2023 8:48am,"GMX36522-01,GMX00323-01,PB01823-06",,"31/12/2022, 3/1/2023, 18/1/2023",,3,,,8/2/2023 8:49am,NaN,
"IN34822-01, IN35022-01.1, IN35022-01.2-2023-01-11T14:45:00.000Z",11/1/2023 8:45am,"IN34822-01,IN35022-01.1,IN35022-01.2",DDG 2,"14/12/2022, 16/12/2022, 16/12/2022",,,,1,11/1/2023 8:45am,NaN,
IN34822-01.1-2023-01-24T14:28:00.000Z,24/1/2023 8:28am,IN34822-01.1,DDG 2,14/12/2022,,,,1,24/1/2023 8:28am,41,
"IN34822-01.1, IN34822-01.2-2023-01-23T14:40:00.000Z",23/1/2023 8:40am,"IN34822-01.1,IN34822-01.2",DDG 2,"14/12/2022, 14/12/2022",,,,1,23/1/2023 8:40am,NaN,
IN34822-01.2-2023-01-09T06:00:00.000Z,9/1/2023 12:00am,IN34822-01.2,DDG 2,14/12/2022,,,,1,9/1/2023 9:09am,26,
IN34822-01.2-2023-01-17T14:53:00.000Z,17/1/2023 8:53am,IN34822-01.2,,14/12/2022,,2,,,17/1/2023 8:54am,34,
"IN34822-01.2, IN35022-02-2023-01-24T14:13:00.000Z",24/1/2023 8:13am,"IN34822-01.2,IN35022-02",DDG 2,"14/12/2022, 16/12/2022",,,,1,24/1/2023 8:14am,NaN,
IN34922-01-2023-01-11T17:30:00.000Z,11/1/2023 11:30am,IN34922-01,,15/12/2022,,3,11/1/2023,2,11/1/2023 11:30am,27,
IN34922-01-2023-01-12T15:11:00.000Z,12/1/2023 9:11am,IN34922-01,DDG 2,15/12/2022,,,,2,12/1/2023 9:12am,28,
IN34922-01-2023-01-24T14:42:00.000Z,24/1/2023 8:42am,IN34922-01,DDG 2,15/12/2022,,,,2,24/1/2023 8:42am,40,
IN34922-01-2023-01-25T14:17:00.000Z,25/1/2023 8:17am,IN34922-01,DDG 2,15/12/2022,,,,2,25/1/2023 8:17am,41,
IN34922-01-2023-01-26T14:34:00.000Z,26/1/2023 8:34am,IN34922-01,DDG 2,15/12/2022,,,,2,26/1/2023 8:34am,42,
IN34922-01-2023-01-27T14:45:00.000Z,27/1/2023 8:45am,IN34922-01,DDG 2,15/12/2022,,,,2,27/1/2023 8:46am,43,
IN34922-01-2023-01-30T14:19:00.000Z,30/1/2023 8:19am,IN34922-01,DDG 2,15/12/2022,,,,2,30/1/2023 8:19am,46,
IN34922-01-2023-01-31T17:48:00.000Z,31/1/2023 11:48am,IN34922-01,,15/12/2022,,3,,,1/2/2023 11:48am,47,
"IN34922-01, IN35022-01.2, IN35022-01.1, IN34822-01.2, IN34822-01.1-2023-01-18T14:23:00.000Z",18/1/2023 8:23am,"IN34922-01,IN35022-01.2,IN35022-01.1,IN34822-01.2,IN34822-01.1",DDG 2,"15/12/2022, 16/12/2022, 16/12/2022, 14/12/2022, 14/12/2022",,,,1,18/1/2023 8:23am,NaN,
IN35022-01.1-2023-01-09T06:00:00.000Z,9/1/2023 12:00am,IN35022-01.1,DDG 2,16/12/2022,,,,1,9/1/2023 9:05am,24,
"IN35022-01.1, IN34822-01.1-2023-01-13T14:49:00.000Z",13/1/2023 8:49am,"IN35022-01.1,IN34822-01.1",DDG 2,"16/12/2022, 14/12/2022",,,,1,13/1/2023 8:49am,NaN,
IN35022-01.2-2023-01-09T06:00:00.000Z,9/1/2023 12:00am,IN35022-01.2,DDG 2,16/12/2022,,,,,9/1/2023 9:01am,24,
"IN35022-01.2, IN35022-01.1-2023-01-23T14:33:00.000Z",23/1/2023 8:33am,"IN35022-01.2,IN35022-01.1",DDG 2,"16/12/2022, 16/12/2022",,,,1,23/1/2023 8:33am,NaN,
"IN35022-01.2, IN35022-01.1, IN34822-01.2, IN34822-01.1-2023-01-16T15:45:00.000Z",16/1/2023 9:45am,"IN35022-01.2,IN35022-01.1,IN34822-01.2,IN34822-01.1",DDG 2,"16/12/2022, 16/12/2022, 14/12/2022, 14/12/2022",,,,1,16/1/2023 9:45am,NaN,
"IN35022-01.2, IN35022-01.1, IN34822-01.2, IN34822-01.1-2023-01-17T14:23:00.000Z",17/1/2023 8:23am,"IN35022-01.2,IN35022-01.1,IN34822-01.2,IN34822-01.1",DDG 2,"16/12/2022, 16/12/2022, 14/12/2022, 14/12/2022",,,,1,17/1/2023 8:23am,NaN,
"IN35022-01.2, IN35022-01.1, IN34822-01.2, IN34822-01.1-2023-01-20T14:27:00.000Z",20/1/2023 8:27am,"IN35022-01.2,IN35022-01.1,IN34822-01.2,IN34822-01.1",DDG 2,"16/12/2022, 16/12/2022, 14/12/2022, 14/12/2022",,,,1,20/1/2023 8:28am,NaN,
"IN35022-01.2, IN35022-02, IN35022-01.1, IN34822-01.1-2023-01-12T15:02:00.000Z",12/1/2023 9:02am,"IN35022-01.2,IN35022-02,IN35022-01.1,IN34822-01.1",DDG 2,"16/12/2022, 16/12/2022, 16/12/2022, 14/12/2022",,,,1,12/1/2023 9:03am,NaN,
IN35022-02-2023-01-09T06:00:00.000Z,9/1/2023 12:00am,IN35022-02,DDG 2,16/12/2022,,,,1,9/1/2023 9:04am,24,
IN35022-02-2023-01-16T15:42:00.000Z,16/1/2023 9:42am,IN35022-02,DDG 1,16/12/2022,,,,1,16/1/2023 9:42am,31,
IN35022-02-2023-01-25T14:13:00.000Z,25/1/2023 8:13am,IN35022-02,DDG 2,16/12/2022,,2,,1,25/1/2023 8:13am,40,
IN35322-02-2023-01-09T06:00:00.000Z,9/1/2023 12:00am,IN35322-02,ALFA50,19/12/2022,,,,1,9/1/2023 9:10am,21,
IN35322-02-2023-01-11T14:46:00.000Z,11/1/2023 8:46am,IN35322-02,ALFA50,19/12/2022,,,,1,11/1/2023 8:46am,23,
IN35322-02-2023-01-12T15:00:00.000Z,12/1/2023 9:00am,IN35322-02,ALFA50,19/12/2022,,,,1,12/1/2023 9:01am,24,
IN35322-02-2023-01-13T14:47:00.000Z,13/1/2023 8:47am,IN35322-02,ALFA50,19/12/2022,,,,1,13/1/2023 8:48am,25,
